sol_per_pop,num_parents_mating,num_generations,keep_parents,parent_selection_type,crossover_type,mutation_type,mutation_percent_genes,num_genes,solution_fitness,duration,stop_criteria
500,30,5000,10,random,uniform,inversion,30,45,-46,3.8028390407562256,saturate_50
500,30,5000,10,random,uniform,random,30,45,-40,4.161128759384155,saturate_50
500,30,5000,10,random,uniform,inversion,4,45,-46,3.9379498958587646,saturate_50
500,30,5000,10,random,uniform,random,4,45,-45,3.3041019439697266,saturate_50
500,30,5000,10,random,uniform,inversion,4,45,-45,3.559269905090332,saturate_50
500,30,5000,10,random,uniform,random,4,45,-43,5.277818202972412,saturate_50
500,30,5000,10,random,scattered,inversion,15,45,-43,3.194946050643921,saturate_50
500,30,5000,10,random,scattered,random,15,45,-40,6.522770881652832,saturate_50
500,30,5000,10,random,scattered,inversion,30,45,-48,3.1025807857513428,saturate_50
500,30,5000,10,random,scattered,random,30,45,-43,4.323265075683594,saturate_50
500,30,5000,10,random,scattered,inversion,4,45,-44,3.284933090209961,saturate_50
500,30,5000,10,random,scattered,random,4,45,-44,3.7144548892974854,saturate_50
500,30,5000,10,random,uniform,inversion,4,45,-47,3.5113978385925293,saturate_50
500,30,5000,10,random,uniform,random,4,45,-43,3.4685401916503906,saturate_50
500,30,5000,10,tournament,two_points,inversion,15,45,-34,5.389817953109741,saturate_50
500,30,5000,10,tournament,two_points,random,15,45,-31,6.035390853881836,saturate_50
500,30,5000,10,tournament,two_points,inversion,30,45,-33,5.943117141723633,saturate_50
500,30,5000,10,tournament,two_points,random,30,45,-37,5.246924877166748,saturate_50
500,30,5000,10,tournament,two_points,inversion,4,45,-35,6.163356065750122,saturate_50
500,30,5000,10,tournament,two_points,inversion,4,45,-29,6.166347026824951,saturate_50
500,30,5000,10,tournament,two_points,random,4,45,-8,9.384459018707275,saturate_50
500,30,5000,10,tournament,uniform,inversion,15,45,-34,12.198307037353516,saturate_50
500,30,5000,10,tournament,uniform,random,15,45,-31,7.612056016921997,saturate_50
500,30,5000,10,tournament,uniform,inversion,30,45,-36,5.908994913101196,saturate_50
500,30,5000,10,tournament,uniform,random,30,45,-37,7.385481834411621,saturate_50
500,30,5000,10,tournament,uniform,inversion,4,45,-34,5.794519901275635,saturate_50
500,30,5000,10,tournament,uniform,random,4,45,-8,11.42499828338623,saturate_50
500,30,5000,10,tournament,uniform,inversion,4,45,-36,4.801215171813965,saturate_50
500,30,5000,10,tournament,uniform,random,4,45,-6,12.052058219909668,saturate_50
500,30,5000,10,tournament,scattered,inversion,15,45,-34,3.716249704360962,saturate_50
500,30,5000,10,tournament,scattered,random,15,45,-31,7.249449014663696,saturate_50
500,30,5000,10,tournament,scattered,inversion,30,45,-36,3.3454370498657227,saturate_50
500,30,5000,10,tournament,scattered,random,30,45,-39,3.881215810775757,saturate_50
500,30,5000,10,tournament,scattered,inversion,4,45,-34,5.6519458293914795,saturate_50
500,30,5000,10,tournament,scattered,random,4,45,-8,6.884572982788086,saturate_50
500,30,5000,10,tournament,uniform,inversion,4,45,-35,7.096135139465332,saturate_50
500,30,5000,10,tournament,uniform,random,4,45,-4,14.900933980941772,saturate_50
500,40,5000,10,sss,two_points,inversion,15,45,-19,6.767099142074585,saturate_50
500,40,5000,10,sss,two_points,random,15,45,-18,8.153222799301147,saturate_50
500,40,5000,10,sss,two_points,inversion,30,45,-17,6.465094804763794,saturate_50
500,40,5000,10,sss,two_points,random,30,45,-31,9.372965812683105,saturate_50
500,40,5000,10,sss,two_points,inversion,4,45,-18,8.643052101135254,saturate_50
500,40,5000,10,sss,two_points,random,4,45,-3,8.36270022392273,saturate_50
500,40,5000,10,sss,two_points,inversion,4,45,-17,7.352503776550293,saturate_50
500,40,5000,10,sss,two_points,random,4,45,-6,6.591580152511597,saturate_50
500,40,5000,10,sss,uniform,inversion,15,45,-24,5.464962959289551,saturate_50
500,40,5000,10,sss,uniform,random,15,45,-21,5.283728122711182,saturate_50
500,40,5000,10,sss,uniform,inversion,30,45,-20,9.020134210586548,saturate_50
500,40,5000,10,sss,uniform,random,30,45,-34,5.079251766204834,saturate_50
500,40,5000,10,sss,uniform,inversion,4,45,-19,11.661839008331299,saturate_50
500,40,5000,10,sss,uniform,random,4,45,-6,7.754038095474243,saturate_50
500,40,5000,10,sss,uniform,inversion,4,45,-21,8.803133010864258,saturate_50
500,40,5000,10,sss,uniform,random,4,45,-6,5.460100173950195,saturate_50
500,40,5000,10,sss,scattered,inversion,15,45,-24,7.898453950881958,saturate_50
500,40,5000,10,sss,scattered,random,15,45,-20,6.005501985549927,saturate_50
500,40,5000,10,sss,scattered,inversion,30,45,-25,5.931564092636108,saturate_50
500,40,5000,10,sss,scattered,random,30,45,-33,3.912221908569336,saturate_50
500,40,5000,10,sss,scattered,inversion,4,45,-16,9.815847873687744,saturate_50
500,40,5000,10,sss,scattered,random,4,45,-5,7.4073710441589355,saturate_50
500,40,5000,10,sss,uniform,inversion,4,45,-25,7.186567068099976,saturate_50
500,40,5000,10,sss,uniform,random,4,45,-4,6.5152809619903564,saturate_50
500,40,5000,10,rws,two_points,inversion,15,45,-46,3.2176711559295654,saturate_50
500,40,5000,10,rws,two_points,random,15,45,-43,4.513236999511719,saturate_50
500,40,5000,10,rws,two_points,inversion,30,45,-43,3.0871999263763428,saturate_50
500,40,5000,10,rws,two_points,random,30,45,-44,3.548090934753418,saturate_50
500,40,5000,10,rws,two_points,inversion,4,45,-42,3.074420928955078,saturate_50
500,40,5000,10,rws,two_points,inversion,4,45,-37,3.257596015930176,saturate_50
500,40,5000,10,rws,two_points,random,4,45,-47,3.2536251544952393,saturate_50
500,40,5000,10,rws,uniform,inversion,15,45,-46,3.2996819019317627,saturate_50
500,40,5000,10,rws,uniform,random,15,45,-45,3.598994255065918,saturate_50
500,40,5000,10,rws,uniform,inversion,30,45,-43,4.262673854827881,saturate_50
500,40,5000,10,rws,uniform,random,30,45,-43,3.751798629760742,saturate_50
500,40,5000,10,rws,uniform,inversion,4,45,-43,3.8291661739349365,saturate_50
500,40,5000,10,rws,uniform,random,4,45,-47,3.3077499866485596,saturate_50
500,40,5000,10,rws,uniform,inversion,4,45,-40,4.024831056594849,saturate_50
500,40,5000,10,rws,uniform,random,4,45,-41,3.748577833175659,saturate_50
500,40,5000,10,rws,scattered,inversion,15,45,-49,3.1407291889190674,saturate_50
500,40,5000,10,rws,scattered,random,15,45,-43,3.5496749877929688,saturate_50
500,40,5000,10,rws,scattered,inversion,30,45,-47,3.1507461071014404,saturate_50
500,40,5000,10,rws,scattered,random,30,45,-43,3.6395890712738037,saturate_50
500,40,5000,10,rws,scattered,inversion,4,45,-45,3.167726993560791,saturate_50
500,40,5000,10,rws,scattered,random,4,45,-48,3.1087491512298584,saturate_50
500,40,5000,10,rws,uniform,inversion,4,45,-47,5.798471927642822,saturate_50
500,40,5000,10,rws,uniform,random,4,45,-40,6.249653339385986,saturate_50
500,40,5000,10,rank,two_points,inversion,15,45,-16,8.265743970870972,saturate_50
500,40,5000,10,rank,two_points,random,15,45,-19,6.494382858276367,saturate_50
500,40,5000,10,rank,two_points,inversion,30,45,-15,7.78665566444397,saturate_50
500,40,5000,10,rank,two_points,random,30,45,-33,7.24052095413208,saturate_50
500,40,5000,10,rank,two_points,inversion,4,45,-14,9.127678871154785,saturate_50
500,40,5000,10,rank,two_points,inversion,4,45,-20,7.130965948104858,saturate_50
500,40,5000,10,rank,two_points,random,4,45,-4,4.700359106063843,saturate_50
500,40,5000,10,rank,uniform,inversion,15,45,-24,9.279600143432617,saturate_50
500,40,5000,10,rank,uniform,random,15,45,-20,8.16235089302063,saturate_50
500,40,5000,10,rank,uniform,inversion,30,45,-23,8.593986988067627,saturate_50
500,40,5000,10,rank,uniform,random,30,45,-31,7.350725889205933,saturate_50
500,40,5000,10,rank,uniform,inversion,4,45,-22,9.137789964675903,saturate_50
500,40,5000,10,rank,uniform,random,4,45,-6,4.894104957580566,saturate_50
500,40,5000,10,rank,uniform,inversion,4,45,-26,7.350383996963501,saturate_50
500,40,5000,10,rank,uniform,random,4,45,-4,5.7544519901275635,saturate_50
500,40,5000,10,rank,scattered,inversion,15,45,-22,10.724819421768188,saturate_50
500,40,5000,10,rank,scattered,random,15,45,-21,7.818860054016113,saturate_50
500,40,5000,10,rank,scattered,inversion,30,45,-22,11.177325010299683,saturate_50
500,40,5000,10,rank,scattered,random,30,45,-30,4.923819065093994,saturate_50
500,40,5000,10,rank,scattered,inversion,4,45,-18,7.826756000518799,saturate_50
500,40,5000,10,rank,scattered,random,4,45,-6,5.65175986289978,saturate_50
500,40,5000,10,rank,uniform,inversion,4,45,-25,6.783756971359253,saturate_50
500,40,5000,10,rank,uniform,random,4,45,-6,5.238054990768433,saturate_50
500,40,5000,10,random,two_points,inversion,15,45,-44,3.4197487831115723,saturate_50
500,40,5000,10,random,two_points,random,15,45,-39,9.821646928787231,saturate_50
500,40,5000,10,random,two_points,inversion,30,45,-42,2.996378183364868,saturate_50
500,40,5000,10,random,two_points,random,30,45,-43,5.603301286697388,saturate_50
500,40,5000,10,random,two_points,inversion,4,45,-45,2.9911179542541504,saturate_50
500,40,5000,10,random,two_points,inversion,4,45,-37,4.655994892120361,saturate_50
500,40,5000,10,random,two_points,random,4,45,-39,4.4199910163879395,saturate_50
500,40,5000,10,random,uniform,inversion,15,45,-42,4.667593002319336,saturate_50
500,40,5000,10,random,uniform,random,15,45,-40,6.9589598178863525,saturate_50
500,40,5000,10,random,uniform,inversion,30,45,-42,3.9431138038635254,saturate_50
500,40,5000,10,random,uniform,random,30,45,-41,4.838957071304321,saturate_50
500,40,5000,10,random,uniform,inversion,4,45,-44,3.865868091583252,saturate_50
500,40,5000,10,random,uniform,random,4,45,-43,4.104651927947998,saturate_50
500,40,5000,10,random,uniform,inversion,4,45,-47,3.4348020553588867,saturate_50
500,40,5000,10,random,uniform,random,4,45,-40,5.51086688041687,saturate_50
500,40,5000,10,random,scattered,inversion,15,45,-44,3.024853229522705,saturate_50
500,40,5000,10,random,scattered,random,15,45,-43,3.746657133102417,saturate_50
500,40,5000,10,random,scattered,inversion,30,45,-45,3.2603530883789062,saturate_50
500,40,5000,10,random,scattered,random,30,45,-43,3.4288980960845947,saturate_50
500,40,5000,10,random,scattered,inversion,4,45,-41,3.88301682472229,saturate_50
500,40,5000,10,random,scattered,random,4,45,-45,3.35233211517334,saturate_50
500,40,5000,10,random,uniform,inversion,4,45,-43,4.428607940673828,saturate_50
500,40,5000,10,random,uniform,random,4,45,-39,5.030040264129639,saturate_50
500,40,5000,10,tournament,two_points,inversion,15,45,-30,7.729449033737183,saturate_50
500,40,5000,10,tournament,two_points,random,15,45,-29,8.056786298751831,saturate_50
500,40,5000,10,tournament,two_points,inversion,30,45,-33,6.699275016784668,saturate_50
500,40,5000,10,tournament,two_points,random,30,45,-34,4.598858118057251,saturate_50
500,40,5000,10,tournament,two_points,inversion,4,45,-30,6.18551778793335,saturate_50
500,40,5000,10,tournament,two_points,inversion,4,45,-33,6.529129981994629,saturate_50
500,40,5000,10,tournament,two_points,random,4,45,-9,10.735107183456421,saturate_50
500,40,5000,10,tournament,uniform,inversion,15,45,-37,4.318542957305908,saturate_50
500,40,5000,10,tournament,uniform,random,15,45,-30,4.12981390953064,saturate_50
500,40,5000,10,tournament,uniform,inversion,30,45,-34,7.83837628364563,saturate_50
500,40,5000,10,tournament,uniform,random,30,45,-37,8.358071088790894,saturate_50
500,40,5000,10,tournament,uniform,inversion,4,45,-38,4.068471193313599,saturate_50
500,40,5000,10,tournament,uniform,random,4,45,-6,12.914851903915405,saturate_50
500,40,5000,10,tournament,uniform,inversion,4,45,-36,4.255239009857178,saturate_50
500,40,5000,10,tournament,uniform,random,4,45,-7,8.80315899848938,saturate_50
500,40,5000,10,tournament,scattered,inversion,15,45,-33,6.2435479164123535,saturate_50
500,40,5000,10,tournament,scattered,random,15,45,-32,6.486553192138672,saturate_50
500,40,5000,10,tournament,scattered,inversion,30,45,-37,3.7879278659820557,saturate_50
500,40,5000,10,tournament,scattered,random,30,45,-37,7.216261863708496,saturate_50
500,40,5000,10,tournament,scattered,inversion,4,45,-31,6.712755918502808,saturate_50
500,40,5000,10,tournament,scattered,random,4,45,-10,6.334741115570068,saturate_50
500,40,5000,10,tournament,uniform,inversion,4,45,-35,7.471297979354858,saturate_50
500,40,5000,10,tournament,uniform,random,4,45,-5,11.672277927398682,saturate_50
500,20,5000,5,sss,two_points,inversion,15,45,-18,6.699664115905762,saturate_50
500,20,5000,5,sss,two_points,random,15,45,-18,7.48279595375061,saturate_50
500,20,5000,5,sss,two_points,inversion,30,45,-18,7.540647983551025,saturate_50
500,20,5000,5,sss,two_points,random,30,45,-30,9.886031866073608,saturate_50
500,20,5000,5,sss,two_points,inversion,4,45,-19,5.780378103256226,saturate_50
500,20,5000,5,sss,two_points,random,4,45,-6,5.693854808807373,saturate_50
500,20,5000,5,sss,two_points,inversion,4,45,-22,4.890980243682861,saturate_50
500,20,5000,5,sss,two_points,random,4,45,-5,4.479460954666138,saturate_50
500,20,5000,5,sss,uniform,inversion,15,45,-23,6.9622108936309814,saturate_50
500,20,5000,5,sss,uniform,random,15,45,-19,6.337239027023315,saturate_50
500,20,5000,5,sss,uniform,inversion,30,45,-22,5.839307069778442,saturate_50
500,20,5000,5,sss,uniform,random,30,45,-32,3.9975099563598633,saturate_50
500,20,5000,5,sss,uniform,inversion,4,45,-25,4.547055721282959,saturate_50
500,20,5000,5,sss,uniform,random,4,45,-3,9.09351110458374,saturate_50
500,20,5000,5,sss,uniform,inversion,4,45,-15,11.527748823165894,saturate_50
500,20,5000,5,sss,uniform,random,4,45,-5,6.575753927230835,saturate_50
500,20,5000,5,sss,scattered,inversion,15,45,-21,5.8566436767578125,saturate_50
500,20,5000,5,sss,scattered,random,15,45,-16,8.289150953292847,saturate_50
500,20,5000,5,sss,scattered,inversion,30,45,-13,9.564929008483887,saturate_50
500,20,5000,5,sss,scattered,random,30,45,-32,5.431445121765137,saturate_50
500,20,5000,5,sss,scattered,inversion,4,45,-17,11.578967094421387,saturate_50
500,20,5000,5,sss,scattered,random,4,45,-5,6.4678449630737305,saturate_50
500,20,5000,5,sss,uniform,inversion,4,45,-16,8.908528804779053,saturate_50
500,20,5000,5,sss,uniform,random,4,45,-5,7.552035093307495,saturate_50
500,20,5000,5,rws,two_points,inversion,15,45,-47,3.7736728191375732,saturate_50
500,20,5000,5,rws,two_points,random,15,45,-47,3.2232987880706787,saturate_50
500,20,5000,5,rws,two_points,inversion,30,45,-46,3.336315155029297,saturate_50
500,20,5000,5,rws,two_points,random,30,45,-44,6.655275106430054,saturate_50
500,20,5000,5,rws,two_points,inversion,4,45,-48,4.582257270812988,saturate_50
500,20,5000,5,rws,two_points,inversion,4,45,-45,3.4923911094665527,saturate_50
500,20,5000,5,rws,two_points,random,4,45,-46,3.336122751235962,saturate_50
500,20,5000,5,rws,uniform,inversion,15,45,-46,3.541224956512451,saturate_50
500,20,5000,5,rws,uniform,random,15,45,-44,3.6365959644317627,saturate_50
500,20,5000,5,rws,uniform,inversion,30,45,-43,3.8313751220703125,saturate_50
500,20,5000,5,rws,uniform,random,30,45,-44,5.025704860687256,saturate_50
500,20,5000,5,rws,uniform,inversion,4,45,-44,5.036351919174194,saturate_50
500,20,5000,5,rws,uniform,random,4,45,-52,3.2800629138946533,saturate_50
500,20,5000,5,rws,uniform,inversion,4,45,-44,3.3054039478302,saturate_50
500,20,5000,5,rws,uniform,random,4,45,-46,3.4677460193634033,saturate_50
500,20,5000,5,rws,scattered,inversion,15,45,-47,3.576934814453125,saturate_50
500,20,5000,5,rws,scattered,random,15,45,-44,5.654232740402222,saturate_50
500,20,5000,5,rws,scattered,inversion,30,45,-42,5.694822788238525,saturate_50
500,20,5000,5,rws,scattered,random,30,45,-45,4.696126937866211,saturate_50
500,20,5000,5,rws,scattered,inversion,4,45,-45,3.231879949569702,saturate_50
500,20,5000,5,rws,scattered,random,4,45,-44,3.2110958099365234,saturate_50
500,20,5000,5,rws,uniform,inversion,4,45,-49,3.8468730449676514,saturate_50
500,20,5000,5,rws,uniform,random,4,45,-47,3.2538959980010986,saturate_50
500,20,5000,5,rank,two_points,inversion,15,45,-22,5.570719003677368,saturate_50
500,20,5000,5,rank,two_points,random,15,45,-19,6.722825050354004,saturate_50
500,20,5000,5,rank,two_points,inversion,30,45,-23,6.037416934967041,saturate_50
500,20,5000,5,rank,two_points,random,30,45,-32,4.502223968505859,saturate_50
500,20,5000,5,rank,two_points,inversion,4,45,-22,36.4422721862793,saturate_50
500,20,5000,5,rank,two_points,inversion,4,45,-15,8.320488214492798,saturate_50
500,20,5000,5,rank,two_points,random,4,45,-3,6.837888717651367,saturate_50
500,20,5000,5,rank,uniform,inversion,15,45,-19,9.484671115875244,saturate_50
500,20,5000,5,rank,uniform,random,15,45,-20,4.851542949676514,saturate_50
500,20,5000,5,rank,uniform,inversion,30,45,-20,10.20563817024231,saturate_50
500,20,5000,5,rank,uniform,random,30,45,-29,4.981574773788452,saturate_50
500,20,5000,5,rank,uniform,inversion,4,45,-26,6.240134000778198,saturate_50
500,20,5000,5,rank,uniform,random,4,45,-5,5.8801679611206055,saturate_50
500,20,5000,5,rank,uniform,inversion,4,45,-16,116.38682174682617,saturate_50
500,20,5000,5,rank,uniform,random,4,45,-5,5.409987211227417,saturate_50
500,20,5000,5,rank,scattered,inversion,15,45,-14,9.520655870437622,saturate_50
500,20,5000,5,rank,scattered,random,15,45,-19,156.96377086639404,saturate_50
500,20,5000,5,rank,scattered,inversion,30,45,-18,6.03659987449646,saturate_50
500,20,5000,5,rank,scattered,random,30,45,-32,5.756174802780151,saturate_50
500,20,5000,5,rank,scattered,inversion,4,45,-18,6.485620021820068,saturate_50
500,20,5000,5,rank,scattered,random,4,45,-3,6.404072046279907,saturate_50
500,20,5000,5,rank,uniform,inversion,4,45,-17,11.31154179573059,saturate_50
500,20,5000,5,rank,uniform,random,4,45,-4,9.467382192611694,saturate_50
500,20,5000,5,random,two_points,inversion,15,45,-45,4.572097063064575,saturate_50
500,20,5000,5,random,two_points,random,15,45,-40,3.8277080059051514,saturate_50
500,20,5000,5,random,two_points,inversion,30,45,-49,2.9477508068084717,saturate_50
500,20,5000,5,random,two_points,random,30,45,-42,7.426703214645386,saturate_50
500,20,5000,5,random,two_points,inversion,4,45,-42,4.261137247085571,saturate_50
500,20,5000,5,random,two_points,inversion,4,45,-41,3.2916910648345947,saturate_50
500,20,5000,5,random,two_points,random,4,45,-43,2.9383480548858643,saturate_50
500,20,5000,5,random,uniform,inversion,15,45,-43,5.141978740692139,saturate_50
500,20,5000,5,random,uniform,random,15,45,-39,5.13034200668335,saturate_50
500,20,5000,5,random,uniform,inversion,30,45,-44,3.429888963699341,saturate_50
500,20,5000,5,random,uniform,random,30,45,-40,8.977409839630127,saturate_50
500,20,5000,5,random,uniform,inversion,4,45,-47,3.3110060691833496,saturate_50
500,20,5000,5,random,uniform,random,4,45,-46,3.106645107269287,saturate_50
500,20,5000,5,random,uniform,inversion,4,45,-43,3.431398868560791,saturate_50
500,20,5000,5,random,uniform,random,4,45,-36,8.733884811401367,saturate_50
500,20,5000,5,random,scattered,inversion,15,45,-46,2.9504449367523193,saturate_50
500,20,5000,5,random,scattered,random,15,45,-42,5.4239418506622314,saturate_50
500,20,5000,5,random,scattered,inversion,30,45,-47,3.424964189529419,saturate_50
500,20,5000,5,random,scattered,random,30,45,-37,4.640634298324585,saturate_50
500,20,5000,5,random,scattered,inversion,4,45,-43,3.004607915878296,saturate_50
500,20,5000,5,random,scattered,random,4,45,-41,7.093670845031738,saturate_50
500,20,5000,5,random,uniform,inversion,4,45,-45,4.040105104446411,saturate_50
500,20,5000,5,random,uniform,random,4,45,-36,5.500874996185303,saturate_50
500,20,5000,5,tournament,two_points,inversion,15,45,-35,5.820754051208496,saturate_50
500,20,5000,5,tournament,two_points,random,15,45,-29,4.854794979095459,saturate_50
500,20,5000,5,tournament,two_points,inversion,30,45,-36,4.2336647510528564,saturate_50
500,20,5000,5,tournament,two_points,random,30,45,-36,4.386350154876709,saturate_50
500,20,5000,5,tournament,two_points,inversion,4,45,-31,6.60498309135437,saturate_50
500,20,5000,5,tournament,two_points,inversion,4,45,-34,5.949702024459839,saturate_50
500,20,5000,5,tournament,two_points,random,4,45,-7,10.643666982650757,saturate_50
500,20,5000,5,tournament,uniform,inversion,15,45,-37,5.260221719741821,saturate_50
500,20,5000,5,tournament,uniform,random,15,45,-32,4.807447195053101,saturate_50
500,20,5000,5,tournament,uniform,inversion,30,45,-37,4.353572130203247,saturate_50
500,20,5000,5,tournament,uniform,random,30,45,-37,5.446534872055054,saturate_50
500,20,5000,5,tournament,uniform,inversion,4,45,-34,4.122347116470337,saturate_50
500,20,5000,5,tournament,uniform,random,4,45,-9,8.282949924468994,saturate_50
500,20,5000,5,tournament,uniform,inversion,4,45,-37,4.450761079788208,saturate_50
500,20,5000,5,tournament,uniform,random,4,45,-8,11.712470054626465,saturate_50
500,20,5000,5,tournament,scattered,inversion,15,45,-36,6.05545973777771,saturate_50
500,20,5000,5,tournament,scattered,random,15,45,-30,7.936014890670776,saturate_50
500,20,5000,5,tournament,scattered,inversion,30,45,-37,5.597705841064453,saturate_50
500,20,5000,5,tournament,scattered,random,30,45,-35,5.810523271560669,saturate_50
500,20,5000,5,tournament,scattered,inversion,4,45,-33,8.395203828811646,saturate_50
500,20,5000,5,tournament,scattered,random,4,45,-5,13.667311191558838,saturate_50
500,20,5000,5,tournament,uniform,inversion,4,45,-36,5.9109578132629395,saturate_50
500,20,5000,5,tournament,uniform,random,4,45,-11,7.603700876235962,saturate_50
500,40,5000,15,sss,two_points,inversion,15,45,-18,8.95720911026001,saturate_50
500,40,5000,15,sss,two_points,random,15,45,-20,189.40037775039673,saturate_50
500,40,5000,15,sss,two_points,inversion,30,45,-19,8.7916259765625,saturate_50
500,40,5000,15,sss,two_points,random,30,45,-34,4.338338136672974,saturate_50
500,40,5000,15,sss,two_points,inversion,4,45,-18,7.598314046859741,saturate_50
500,40,5000,15,sss,two_points,random,4,45,-4,7.054838180541992,saturate_50
500,40,5000,15,sss,two_points,inversion,4,45,-18,8.304211854934692,saturate_50
500,40,5000,15,sss,two_points,random,4,45,-3,7.318949937820435,saturate_50
500,40,5000,15,sss,uniform,inversion,15,45,-23,8.617891073226929,saturate_50
500,40,5000,15,sss,uniform,random,15,45,-20,6.9360411167144775,saturate_50
500,40,5000,15,sss,uniform,inversion,30,45,-22,7.513365030288696,saturate_50
500,40,5000,15,sss,uniform,random,30,45,-32,8.302650928497314,saturate_50
500,40,5000,15,sss,uniform,inversion,4,45,-17,8.386904001235962,saturate_50
500,40,5000,15,sss,uniform,random,4,45,-6,5.000658988952637,saturate_50
500,40,5000,15,sss,uniform,inversion,4,45,-23,6.918609857559204,saturate_50
500,40,5000,15,sss,uniform,random,4,45,-4,5.155777215957642,saturate_50
500,40,5000,15,sss,scattered,inversion,15,45,-20,8.009989023208618,saturate_50
500,40,5000,15,sss,scattered,random,15,45,-21,6.137332916259766,saturate_50
500,40,5000,15,sss,scattered,inversion,30,45,-20,7.3278210163116455,saturate_50
500,40,5000,15,sss,scattered,random,30,45,-33,8.373273134231567,saturate_50
500,40,5000,15,sss,scattered,inversion,4,45,-22,9.509961128234863,saturate_50
500,40,5000,15,sss,scattered,random,4,45,-3,8.064642906188965,saturate_50
500,40,5000,15,sss,uniform,inversion,4,45,-23,7.961289167404175,saturate_50
500,40,5000,15,sss,uniform,random,4,45,-4,5.950174331665039,saturate_50
500,40,5000,15,rws,two_points,inversion,15,45,-43,3.4523568153381348,saturate_50
500,40,5000,15,rws,two_points,random,15,45,-45,4.468889951705933,saturate_50
500,40,5000,15,rws,two_points,inversion,30,45,-44,3.268141031265259,saturate_50
500,40,5000,15,rws,two_points,random,30,45,-44,3.701117992401123,saturate_50
500,40,5000,15,rws,two_points,inversion,4,45,-47,4.261788845062256,saturate_50
500,40,5000,15,rws,two_points,inversion,4,45,-41,4.845635890960693,saturate_50
500,40,5000,15,rws,two_points,random,4,45,-48,3.197542905807495,saturate_50
500,40,5000,15,rws,uniform,inversion,15,45,-46,3.661447763442993,saturate_50
500,40,5000,15,rws,uniform,random,15,45,-47,4.052523136138916,saturate_50
500,40,5000,15,rws,uniform,inversion,30,45,-46,3.4564690589904785,saturate_50
500,40,5000,15,rws,uniform,random,30,45,-42,7.232234001159668,saturate_50
500,40,5000,15,rws,uniform,inversion,4,45,-45,3.4321768283843994,saturate_50
500,40,5000,15,rws,uniform,random,4,45,-45,4.719125986099243,saturate_50
500,40,5000,15,rws,uniform,inversion,4,45,-44,3.8929648399353027,saturate_50
500,40,5000,15,rws,uniform,random,4,45,-50,3.510115146636963,saturate_50
500,40,5000,15,rws,scattered,inversion,15,45,-45,4.202775001525879,saturate_50
500,40,5000,15,rws,scattered,random,15,45,-45,5.900057077407837,saturate_50
500,40,5000,15,rws,scattered,inversion,30,45,-46,5.0464277267456055,saturate_50
500,40,5000,15,rws,scattered,random,30,45,-42,4.91664981842041,saturate_50
500,40,5000,15,rws,scattered,inversion,4,45,-47,172.85622906684875,saturate_50
500,40,5000,15,rws,scattered,random,4,45,-45,3.2049779891967773,saturate_50
500,40,5000,15,rws,uniform,inversion,4,45,-45,4.126145124435425,saturate_50
500,40,5000,15,rws,uniform,random,4,45,-49,4.043950080871582,saturate_50
500,40,5000,15,rank,two_points,inversion,15,45,-14,11.949880123138428,saturate_50
500,40,5000,15,rank,two_points,random,15,45,-20,4.9150450229644775,saturate_50
500,40,5000,15,rank,two_points,inversion,30,45,-15,6.302300930023193,saturate_50
500,40,5000,15,rank,two_points,random,30,45,-34,6.41179084777832,saturate_50
500,40,5000,15,rank,two_points,inversion,4,45,-19,5.66246485710144,saturate_50
500,40,5000,15,rank,two_points,inversion,4,45,-18,7.610442876815796,saturate_50
500,40,5000,15,rank,two_points,random,4,45,-5,6.1751439571380615,saturate_50
500,40,5000,15,rank,uniform,inversion,15,45,-20,8.882680892944336,saturate_50
500,40,5000,15,rank,uniform,random,15,45,-18,8.443614959716797,saturate_50
500,40,5000,15,rank,uniform,inversion,30,45,-26,7.222700119018555,saturate_50
500,40,5000,15,rank,uniform,random,30,45,-33,4.099829912185669,saturate_50
500,40,5000,15,rank,uniform,inversion,4,45,-22,7.487626075744629,saturate_50
500,40,5000,15,rank,uniform,random,4,45,-2,7.7466771602630615,saturate_50
500,40,5000,15,rank,uniform,inversion,4,45,-24,4.272985219955444,saturate_50
500,40,5000,15,rank,uniform,random,4,45,-5,6.502474069595337,saturate_50
500,40,5000,15,rank,scattered,inversion,15,45,-19,14.804775953292847,saturate_50
500,40,5000,15,rank,scattered,random,15,45,-19,5.76178503036499,saturate_50
500,40,5000,15,rank,scattered,inversion,30,45,-21,8.613250970840454,saturate_50
500,40,5000,15,rank,scattered,random,30,45,-34,161.04973125457764,saturate_50
500,40,5000,15,rank,scattered,inversion,4,45,-22,7.553020238876343,saturate_50
500,40,5000,15,rank,scattered,random,4,45,-4,5.004083871841431,saturate_50
500,40,5000,15,rank,uniform,inversion,4,45,-23,6.218127965927124,saturate_50
500,40,5000,15,rank,uniform,random,4,45,-4,5.2927000522613525,saturate_50
500,40,5000,15,random,two_points,inversion,15,45,-42,4.726548910140991,saturate_50
500,40,5000,15,random,two_points,random,15,45,-44,4.752577066421509,saturate_50
500,40,5000,15,random,two_points,inversion,30,45,-45,4.398262023925781,saturate_50
500,40,5000,15,random,two_points,random,30,45,-41,5.7414391040802,saturate_50
500,40,5000,15,random,two_points,inversion,4,45,-40,90.85443902015686,saturate_50
500,40,5000,15,random,two_points,inversion,4,45,-46,3.2758519649505615,saturate_50
