sol_per_pop,num_parents_mating,num_generations,keep_parents,parent_selection_type,crossover_type,mutation_type,mutation_percent_genes,num_genes,solution_fitness,duration,stop_criteria,sudoku_board_name
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-2,12.930040121078491,saturate_50,sudoku2
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-3,12.199438095092773,saturate_50,sudoku1
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-4,8.970975875854492,saturate_50,sudoku2
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-4,10.523987770080566,saturate_50,sudoku2
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-7,8.810668706893921,saturate_50,sudoku2
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-3,9.170779943466187,saturate_50,sudoku1
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-5,14.115240097045898,saturate_50,sudoku2
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-5,8.279677867889404,saturate_50,sudoku1
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-3,12.637464046478271,saturate_50,sudoku2
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-2,12.73207712173462,saturate_50,sudoku1
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-3,15.02531361579895,saturate_50,sudoku1
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-4,9.94751787185669,saturate_50,sudoku2
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-4,11.25597882270813,saturate_50,sudoku1
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-5,8.826894044876099,saturate_50,sudoku1
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-6,10.678015232086182,saturate_50,sudoku1
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-6,6.7038469314575195,saturate_50,sudoku2
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-3,15.011530876159668,saturate_50,sudoku1
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-2,14.367880821228027,saturate_50,sudoku2
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-2,13.50968599319458,saturate_50,sudoku1
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-2,14.726915121078491,saturate_50,sudoku1
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-3,10.221776008605957,saturate_50,sudoku2
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-5,8.266361236572266,saturate_50,sudoku2
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-4,7.270864963531494,saturate_50,sudoku1
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-4,7.87824821472168,saturate_50,sudoku2
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-4,8.689419984817505,saturate_50,sudoku2
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-4,11.113213062286377,saturate_50,sudoku2
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-2,15.67876410484314,saturate_50,sudoku2
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-4,8.57399606704712,saturate_50,sudoku2
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-2,15.042952060699463,saturate_50,sudoku1
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-4,10.288510799407959,saturate_50,sudoku1
500,25,10000,10,rank,<function cross_over_custom at 0x13e6504a0>,random,4,45,-3,12.1219801902771,saturate_50,sudoku1
