sol_per_pop,num_parents_mating,num_generations,keep_parents,parent_selection_type,crossover_type,mutation_type,mutation_percent_genes,num_genes,solution_fitness,duration,stop_criteria
500,25,5000,10,rank,uniform,random,4,45,-2,7.757349014282227,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-6,7.203739881515503,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-2,11.75556993484497,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-4,8.066380023956299,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-5,9.427434921264648,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-5,7.401630878448486,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-4,7.787238836288452,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-4,10.533639192581177,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-7,4.894113063812256,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-6,6.17120099067688,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-6,5.758100986480713,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-5,5.710585117340088,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-4,7.330351829528809,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-3,7.2295660972595215,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-4,6.393056154251099,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-5,5.980340003967285,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-4,7.141402721405029,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-4,6.03757905960083,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-4,5.37949800491333,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-3,10.804073810577393,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-6,4.925151824951172,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-4,8.426396131515503,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-7,5.249547004699707,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-4,8.099755048751831,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-5,8.171123027801514,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-3,9.37567925453186,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-6,5.256449937820435,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-4,8.286627054214478,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-6,7.523031949996948,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-5,10.086312055587769,saturate_50
500,25,5000,10,rank,uniform,random,4,45,0,11.148038864135742,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-4,6.692039251327515,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-5,5.072662115097046,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-3,7.75586199760437,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-3,5.6416990756988525,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-3,11.065746068954468,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-5,10.52827501296997,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-3,5.746283769607544,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-4,12.24599289894104,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-4,6.848407745361328,saturate_50
500,25,5000,10,rank,uniform,random,4,45,-5,5.749948024749756,saturate_50
500,25,10000,10,rank,uniform,random,4,45,-2,619.9345850944519,reach_0
500,25,10000,10,rank,uniform,random,4,45,-2,616.8559417724609,reach_0
500,25,10000,10,rank,uniform,random,4,45,-2,615.9471940994263,reach_0
500,25,10000,10,rank,uniform,random,4,45,-2,614.9768431186676,reach_0
