sol_per_pop,num_parents_mating,num_generations,keep_parents,parent_selection_type,crossover_type,mutation_type,mutation_percent_genes,num_genes,solution_fitness,duration
1000,200,10000,10,sss,single_point,random,3,45,-2,9.450047016143799
1000,200,10000,10,sss,single_point,random,3,45,-4,7.563241004943848
1000,200,10000,10,sss,single_point,random,3,45,-4,7.637959003448486
1000,200,10000,10,sss,single_point,random,3,45,-3,10.421758890151978
1000,200,10000,10,sss,single_point,random,3,45,-3,6.76056432723999
1000,200,10000,10,sss,single_point,random,3,45,-3,8.046658039093018
1000,200,10000,10,sss,single_point,random,3,45,-4,7.151482820510864
1000,200,10000,10,sss,single_point,random,3,45,-5,7.198184967041016
1000,200,10000,10,sss,single_point,random,3,45,-3,9.669153928756714
1000,200,10000,10,sss,single_point,random,3,45,-4,6.61649489402771
1000,200,10000,10,sss,single_point,random,3,45,-6,5.801851749420166
1000,200,10000,10,sss,single_point,random,3,45,-4,7.567790985107422
1000,200,10000,10,sss,single_point,random,3,45,-3,9.727936029434204
1000,200,10000,10,sss,single_point,random,3,45,-2,7.034386157989502
1000,200,10000,10,sss,single_point,random,3,45,-3,9.147461175918579
1000,200,10000,10,sss,single_point,random,3,45,-6,5.476470947265625
1000,200,10000,10,sss,single_point,random,3,45,-3,7.03244686126709
1000,200,10000,10,sss,single_point,random,3,45,-3,6.5118420124053955
1000,200,10000,10,sss,single_point,random,3,45,-4,5.515007019042969
1000,200,10000,10,sss,single_point,random,3,45,-4,5.316418170928955
1000,200,10000,10,sss,single_point,random,3,45,-5,7.430765151977539
1000,200,10000,10,sss,single_point,random,3,45,-5,5.877768039703369
1000,200,10000,10,sss,single_point,random,3,45,-4,9.050271034240723
1000,200,10000,10,sss,single_point,random,3,45,-7,5.94016170501709
1000,200,10000,10,sss,single_point,random,3,45,-5,5.096182107925415
1000,200,10000,10,sss,single_point,random,3,45,-3,10.448303937911987
1000,200,10000,10,sss,single_point,random,3,45,-5,7.715334892272949
1000,200,10000,10,sss,single_point,random,3,45,-6,5.69523811340332
1000,200,10000,10,sss,single_point,random,3,45,-6,5.810667037963867
1000,200,10000,10,sss,single_point,random,3,45,-4,8.422367811203003
1000,200,10000,10,sss,single_point,random,3,45,-4,6.068664073944092
1000,200,10000,10,sss,single_point,random,3,45,-5,6.3506340980529785
1000,200,10000,10,sss,single_point,random,3,45,-4,8.124651908874512
1000,200,10000,10,sss,single_point,random,3,45,-5,6.538770914077759
1000,200,10000,10,sss,single_point,random,3,45,-2,6.643751859664917
1000,200,10000,10,sss,single_point,random,3,45,-6,5.796704053878784
1000,200,10000,10,sss,single_point,random,3,45,-4,5.472339868545532
1000,200,10000,10,sss,single_point,random,3,45,-3,6.878654956817627
1000,200,10000,10,sss,single_point,random,3,45,-3,8.149794816970825
1000,200,10000,10,sss,single_point,random,3,45,-3,6.791549921035767
1000,200,10000,10,sss,single_point,random,3,45,-6,5.577460050582886
1000,200,10000,10,sss,single_point,random,3,45,-4,6.441941976547241
1000,200,10000,10,sss,single_point,random,3,45,-3,6.1802380084991455
1000,200,10000,10,sss,single_point,random,3,45,-3,7.874878883361816
1000,200,10000,10,sss,single_point,random,3,45,-5,5.024147272109985
1000,200,10000,10,sss,single_point,random,3,45,-3,11.813106060028076
1000,200,10000,10,sss,single_point,random,3,45,-3,8.224635362625122
1000,200,10000,10,sss,single_point,random,3,45,-4,5.727816820144653
1000,200,10000,10,sss,single_point,random,3,45,-5,8.805520296096802
1000,200,10000,10,sss,single_point,random,3,45,-3,5.864978075027466
1000,200,10000,10,sss,single_point,random,3,45,-4,6.358222007751465
1000,200,10000,10,sss,single_point,random,3,45,-5,9.905333995819092
